chain_id,address,key1,key2,key3
1,0x68b3465833fb72A70ecDF485E0e4C7bD8665Fc45,app.uniswap.org,,
1,0xA0c68C638235ee32657e8f720a23ceC1bFc77C77,wallet.polygon.technology,,
1,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,stake.lido.fi,,
1,0x617Dee16B86534a5d792A4d7A62FB491B544111E,kyberswap.com,,
1,0x5b7dD1E86623548AF054A4985F7fc8Ccbb554E2c,reality.eth.limo,,
1,0xc30141B657f4216252dc59Af2e7CdB9D8792e1B0,www.bungee.exchange,,
1,0x40A50cf069e992AA4536211B23F286eF88752187,swap.cow.fi,,
1,0x1111111254EEB25477B68fb85Ed929f73A960582,app.1inch.io,,
1,0xC5E9dDebb09Cd64DfaCab4011A0D5cEDaf7c9BDb,app.proofofhumanity.id,,
1,0x99a58482BD75cbab83b27EC03CA68fF489b5788f,curve.fi,,
1,0xDEF171Fe48CF0115B1d80b88dc8eAB59176FEe57,app.paraswap.io,,
1,0xE68c1d72340aEeFe5Be76eDa63AE2f4bc7514110,app.defiplaza.net,,
1,0xa2398842F37465f89540430bDC00219fA9E4D28a,app.dodoex.io,,
1,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,swapr.eth.limo,,
1,0xb8901acB165ed027E32754E0FFe830802919727f,app.hop.exchange,,
1,0xEFFC18fC3b7eb8E676dac549E0c693ad50D1Ce31,app.aave.com,,
1,0x03f7724180AA6b939894B5Ca4314783B0b36b329,shibaswap.com,,
1,0x3ee18B2214AFF97000D974cf647E7C347E8fa585,www.portalbridge.com,,
1,0xEfF92A263d31888d860bD50809A8D171709b7b1c,pancakeswap.finance,,
1,0x1b808F49ADD4b8C6b5117d9681cF7312Fcf0dC1D,app.euler.finance,,
1,0x6352a56caadC4F1E25CD6c75970Fa768A3304e64,app.openocean.finance,,
100,0x37b60f4E9A31A64cCc0024dce7D0fD07eAA0F7B3,omni.gnosischain.com,,
1,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,dex.guru,,
1,0x3A0e257568cc9c6c5d767d5DC0CD8A9Ac69Cc3aE,www.airswap.io,,
1,0x00000000006c3852cbEf3e08E8dF289169EdE581,opensea.io,,
1,0x8e8bd01b5A9eb272CC3892a2E40E64A716aa2A40,trade.dydx.exchange,,
1,0x1AAAd07998466cD3Eb8140827DDdb37570BE1e63,changelly.com,,
1,0xCeB90E4C17d626BE0fACd78b79c9c87d7ca181b3,crypto.com,,
1,0x74a81F84268744a40FEBc48f8b812a1f188D80C3,app.compound.finance,,
1,0x5427FEFA711Eff984124bFBB1AB6fbf5E3DA1820,cbridge.celer.network,,
1,0x5d22045DAcEAB03B158031eCB7D9d06Fad24609b,app.rhino.fi,,
100,0x464c84c41f3C25Ba5a75B006D8B20600A8777306,linguo.kleros.io,,
1,0x259524Ed1606F5Ecd39E5815108843d7C8E8Fa78,sudoswap.xyz,,
1,0xBA12222222228d8Ba445958a75a0704d566BF2C8,app.balancer.fi,,
1,0x59728544B08AB483533076417FbBB2fD0B17CE3a,looksrare.org,,
1,0x29bAbFF3eBA7B517a75109EA8fd6D1eAb4A10258,app.exact.ly,,
1,0x150f94B44927F078737562f0fcF3C95c01Cc2376,stargate.finance,,
1,0xb45A2DDA996C32E93B8c47098E90Ed0E7ab18E39,swap.transit.finance,,
1,0xE2Dd8CCe2c33a04215074ADb4B5820B765d8Ed9D,escrow.kleros.io,,
1,0xD152f549545093347A162Dce210e7293f1452150,disperse.app,,
1,0xb5e9F6C58f548CeE53257304e287b23757eFFCA1,app.elk.finance,,
1,0x1111111254fb6c44bAC0beD2854e76F90643097d,app.zerion.io,,
137,0x4C60051384bd2d3C01bfc845Cf5F4b44bcbE9de5,app.uniswap.org,,
137,0x00000000006c3852cbEf3e08E8dF289169EdE581,opensea.io,,
1,0x4315f344a905dC21a08189A117eFd6E1fcA37D57,app.xy.finance,,
1,0xbA0304273a54dfeC1Fc7f4BCCbf4b15519AEcF15,curate.kleros.io,,
1,0xc30141B657f4216252dc59Af2e7CdB9D8792e1B0,router.via.exchange,,
1,0x7e4490E97c8243D844719f26a0b47fD5A59fDc2e,bridge.connext.network,,
1,0x25e9acA5951262241290841b6f863d59D37DC4f0,app.frax.finance,,
1,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,app.indexcoop.com,,
1,0x0000000001E4ef00d069e71d6bA041b0A16F7eA0,app.pendle.finance,,
1,0x207793a5a08e1da37b44c874a5006D32cF1d52C8,app.offshift.io,,
1,0xF7B75183A2829843dB06266c114297dfbFaeE2b6,oasis.app,,
1,0x1Bf68A9d1EaEe7826b3593C20a0ca93293cb489a,bridge.orbitchain.io,,
1,0x24179CD81c9e782A4096035f7eC97fB8B783e007,www.liquityapp.com,,
1,0xce16F69375520ab01377ce7B88f5BA8C48F8D666,app.squidrouter.com,,
1,0xd89a09084555a7D0ABe7B111b1f78DFEdDd638Be,app.pooltogether.com,,
