parentID,subcourtID,tokenStaked
,0,30102806.9311198
0,1,18085697.83754986
2,10,0.0
2,11,12117.0
0,12,1608433.5636404778
12,13,77400.0
12,14,947533.563640478
0,15,9625194.96216711
15,16,173344.0
15,17,6876260.96216711
0,2,96263.11326962011
2,3,8200.0
2,4,64066.884262193205
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
